fromNode	toNode	weight	direction	fromAltName	toAltName
CTDP1	RGS18	0.210652733244398	undirected	ILMN_1815759	ILMN_2101278
CTDP1	VDAC1	0.245509366795889	undirected	ILMN_1815759	ILMN_2175601
CTDP1	SLITRK4	0.213869859567693	undirected	ILMN_1815759	ILMN_2199768
COMMD4	ARHGAP5	0.22783828119261	undirected	ILMN_2096654	ILMN_2322747
COMMD4	FBXL18	0.227077112805529	undirected	ILMN_2096654	ILMN_3307782
RGS18	VDAC1	0.256974022036267	undirected	ILMN_2101278	ILMN_2175601
RGS18	SLITRK4	0.233739956043905	undirected	ILMN_2101278	ILMN_2199768
RGS18	ARHGAP5	0.21365299830379	undirected	ILMN_2101278	ILMN_2322747
RGS18	IFFO2	0.213628190087572	undirected	ILMN_2101278	ILMN_3236367
RGS18	KDSR	0.245677238378923	undirected	ILMN_2101278	ILMN_3241164
C12orf31	SAP30BP	0.222673308065153	undirected	ILMN_2122176	ILMN_2199022
IPO5	STARD3NL	0.249590084314835	undirected	ILMN_2166384	ILMN_2228873
IPO5	TMEM150A	0.224847138980563	undirected	ILMN_2166384	ILMN_2299612
IPO5	AP3S1	0.208112233538928	undirected	ILMN_2166384	ILMN_2311761
IPO5	ZBTB42	0.221515398489982	undirected	ILMN_2166384	ILMN_3239445
RAB8B	VDAC1	0.231189309842227	undirected	ILMN_2173004	ILMN_2175601
RAB8B	SAP30BP	0.205627916741175	undirected	ILMN_2173004	ILMN_2199022
RAB8B	NTHL1	0.229435157559573	undirected	ILMN_2173004	ILMN_2227968
RAB8B	ARHGAP5	0.224173064425073	undirected	ILMN_2173004	ILMN_2322747
VDAC1	SAP30BP	0.219408035921776	undirected	ILMN_2175601	ILMN_2199022
VDAC1	ARHGAP5	0.26856736078146	undirected	ILMN_2175601	ILMN_2322747
VDAC1	KDSR	0.2218257077282	undirected	ILMN_2175601	ILMN_3241164
TUSC4	SOCS4	0.229740094324416	undirected	ILMN_2191568	ILMN_2413259
STARD3NL	AP3S1	0.222045001249163	undirected	ILMN_2228873	ILMN_2311761
STARD3NL	ZBTB42	0.247754345493363	undirected	ILMN_2228873	ILMN_3239445
ECSIT	PTPMT1	0.260815539356303	undirected	ILMN_2233604	ILMN_3236945
ARHGAP5	IFFO2	0.225074997106378	undirected	ILMN_2322747	ILMN_3236367
ARHGAP5	KDSR	0.222069408122505	undirected	ILMN_2322747	ILMN_3241164
IFFO2	KDSR	0.280106337793543	undirected	ILMN_3236367	ILMN_3241164
